video,frame,case,tp,fp,fn,tn,iou,dice,gt_area,pred_area
LapChol Case 0020 03,9464,TP,14500,20882,10590,954028,0.31540937962237886,0.47956078846408257,25090,35382
LapChol Case 0020 03,9634,TN,0,18700,20099,961201,0.0,0.0,20099,18700
LapChol Case 0020 03,9667,TP,10250,14696,33352,941702,0.17582078287419808,0.29906051234171677,43602,24946
LapChol Case 0020 03,9910,TN,0,15576,17388,967036,0.0,0.0,17388,15576
LapChol Case 0020 03,9944,TP,8000,21800,1867,968333,0.25262891969558215,0.4033579549751683,9867,29800
LapChol Case 0020 03,9986,TN,0,18800,17654,963546,0.0,0.0,17654,18800
LapChol Case 0020 03,10013,TP,0,17578,26460,955962,0.0,0.0,26460,17578
LapChol Case 0023 03,194,TP,5022,15154,10228,969596,0.16517563478489672,0.28352057810647546,15250,20176
LapChol Case 0023 03,330,TP,5880,5870,5997,982253,0.33132360398940663,0.49773564142718074,11877,11750
LapChol Case 0023 03,398,TP,0,14664,7802,977534,0.0,0.0,7802,14664
LapChol Case 0023 03,673,TP,4611,6389,522,988478,0.40019093907307757,0.5716233806483605,5133,11000
LapChol Case 0023 03,917,TP,9636,1270,7650,981444,0.5192929510670403,0.6835981838819524,17286,10906
LapChol Case 0023 03,917,TN,0,10906,11520,977574,0.0,0.0,11520,10906
LapChol Case 0023 03,1530,TP,0,24625,13250,962125,0.0,0.0,13250,24625
LapChol Case 0023 03,2066,TP,9831,4698,66115,919356,0.12190615544863846,0.21731970157502073,75946,14529
LapChol Case 0023 03,2390,TP,142,34979,10823,954056,0.003090719136339892,0.006162392049646313,10965,35121
LapChol Case 0023 03,2533,TP,3584,26541,11536,958339,0.08602769976716833,0.1584263454525362,15120,30125
LapChol Case 0023 03,2699,TP,0,26208,8480,965312,0.0,0.0,8480,26208
LapChol Case 0023 03,2964,TP,0,20944,8613,970443,0.0,0.0,8613,20944
LapChol Case 0023 03,3006,TP,0,16700,11040,972260,0.0,0.0,11040,16700
LapChol Case 0023 03,3083,TN,0,17578,26560,955862,0.0,0.0,26560,17578
LapChol Case 0023 03,3099,TP,0,18868,7410,973722,0.0,0.0,7410,18868
LapChol Case 0023 03,3258,TP,0,17700,18602,963698,0.0,0.0,18602,17700
LapChol Case 0023 03,3815,TP,0,15604,7696,976700,0.0,0.0,7696,15604
LapChol Case 0023 03,3994,TP,0,18700,13189,968111,0.0,0.0,13189,18700
LapChol Case 0023 03,4021,TN,0,10950,5336,983714,0.0,0.0,5336,10950
LapChol Case 0023 03,4039,TP,0,14508,6156,979336,0.0,0.0,6156,14508
LapChol Case 0023 03,5326,TP,5670,882,2202,991246,0.6477039067854695,0.7861896838602329,7872,6552
LapChol Case 0023 03,5456,TP,0,17296,6885,975819,0.0,0.0,6885,17296
LapChol Case 0023 03,5559,TP,0,12874,6000,981126,0.0,0.0,6000,12874
LapChol Case 0023 03,5637,TP,0,11968,6566,981466,0.0,0.0,6566,11968
LapChol Case 0023 03,5736,TP,0,13816,7470,978714,0.0,0.0,7470,13816
LapChol Case 0023 03,6027,TP,0,22908,6035,971057,0.0,0.0,6035,22908
LapChol Case 0023 03,6204,TP,0,19754,10742,969504,0.0,0.0,10742,19754
LapChol Case 0023 03,6624,TP,0,23500,4872,971628,0.0,0.0,4872,23500
LapChol Case 0023 03,6781,TP,0,22372,7918,969710,0.0,0.0,7918,22372
LapChol Case 0023 03,6890,TP,7630,30359,1417,960594,0.19362533624321168,0.32443234968959944,9047,37989
LapChol Case 0023 03,7061,TP,8280,25043,680,965997,0.2435079257712555,0.39164676110966584,8960,33323
LapChol Case 0023 03,7199,TP,7200,24568,300,967932,0.22452288886117,0.36671080778241827,7500,31768
LapChol Case 0023 03,7288,TN,2419,20295,4871,972415,0.08769258655066159,0.1612451673110252,7290,22714
LapChol Case 0023 03,7309,TP,7360,21236,1922,969482,0.24116914607772463,0.38861608321453084,9282,28596
LapChol Case 0023 03,7413,TN,0,14600,12546,972854,0.0,0.0,12546,14600
LapChol Case 0023 03,7755,TP,4134,19786,2509,973571,0.15641908509591737,0.2705231816248405,6643,23920
LapChol Case 0023 03,7869,TP,4740,15782,79,979399,0.23008591815931265,0.3740973126553806,4819,20522
LapChol Case 0023 03,7957,TP,6675,16300,3101,973924,0.25598251265531524,0.40762114133919575,9776,22975
LapChol Case 0023 03,8155,TP,4836,19939,248,974977,0.19326219877712505,0.323922435446599,5084,24775
LapChol Case 0023 03,8247,TP,6237,23121,0,970642,0.21244635193133046,0.3504424778761062,6237,29358
LapChol Case 0023 03,8359,TP,8580,18874,4986,967560,0.2644882860665845,0.4183325207215992,13566,27454
LapChol Case 0023 03,8487,TP,0,22176,15049,962775,0.0,0.0,15049,22176
LapChol Case 0023 03,8609,TP,7821,21235,1269,969675,0.25790601813685077,0.41005610024642164,9090,29056
LapChol Case 0023 03,8730,TP,0,24274,13653,962073,0.0,0.0,13653,24274
LapChol Case 0023 03,8848,TP,0,21131,10323,968546,0.0,0.0,10323,21131
LapChol Case 0023 03,8978,TP,0,21244,12154,966602,0.0,0.0,12154,21244
LapChol Case 0023 03,9105,TP,7209,23081,3603,966107,0.21269878736022188,0.3507858498369909,10812,30290
LapChol Case 0023 03,9258,TP,8475,900,759,989866,0.8362936648904677,0.9108495889085926,9234,9375
LapChol Case 0023 03,9373,TN,0,19873,7728,972399,0.0,0.0,7728,19873
LapChol Case 0023 03,9401,TP,0,16642,7957,975401,0.0,0.0,7957,16642
LapChol Case 0023 03,9518,TN,0,15476,13516,971008,0.0,0.0,13516,15476
LapChol Case 0023 03,9698,TN,0,13804,9545,976651,0.0,0.0,9545,13804
LapChol Case 0023 03,9803,TP,6960,25436,0,967604,0.21484133843684405,0.35369448114645796,6960,32396
LapChol Case 0023 03,9991,TP,0,39150,10212,950638,0.0,0.0,10212,39150
LapChol Case 0023 04,396,TN,0,37604,16166,946230,0.0,0.0,16166,37604
LapChol Case 0023 04,411,TP,24662,0,47386,927952,0.34229957805907174,0.5100196463654224,72048,24662
LapChol Case 0023 04,455,TP,11016,36018,7904,945062,0.20051694637591466,0.3340510052460806,18920,47034
LapChol Case 0023 04,666,TP,0,22176,38522,939302,0.0,0.0,38522,22176
LapChol Case 0023 04,890,TP,0,33875,9700,956425,0.0,0.0,9700,33875
LapChol Case 0023 04,988,TP,0,31059,17850,951091,0.0,0.0,17850,31059
LapChol Case 0023 04,1129,TP,0,35742,16854,947404,0.0,0.0,16854,35742
LapChol Case 0023 04,1257,TP,0,30798,18630,950572,0.0,0.0,18630,30798
LapChol Case 0023 04,1300,TP,5060,28631,13308,953001,0.10766186514606693,0.1943948212604929,18368,33691
LapChol Case 0023 04,1515,TP,6039,1143,2277,990541,0.6384395813510942,0.7793263646922184,8316,7182
LapChol Case 0023 04,1614,TP,0,18690,12320,968990,0.0,0.0,12320,18690
LapChol Case 0023 04,2061,TP,0,19296,9373,971331,0.0,0.0,9373,19296
LapChol Case 0023 04,2278,TN,0,30644,15207,954149,0.0,0.0,15207,30644
LapChol Case 0023 04,2676,TP,0,25944,14042,960014,0.0,0.0,14042,25944
LapChol Case 0023 04,2778,TP,0,23246,17255,959499,0.0,0.0,17255,23246
LapChol Case 0023 04,2880,TP,0,19375,14310,966315,0.0,0.0,14310,19375
LapChol Case 0023 04,2957,TP,0,16016,19182,964802,0.0,0.0,19182,16016
LapChol Case 0023 04,3040,TP,0,19519,16799,963682,0.0,0.0,16799,19519
LapChol Case 0023 04,3110,TP,0,10854,8925,980221,0.0,0.0,8925,10854
LapChol Case 0023 04,3376,TP,9375,25942,17337,947346,0.17804915106164773,0.3022779667574844,26712,35317
LapChol Case 0023 04,3443,TP,8625,32195,6571,952609,0.1819965816294233,0.3079477292202228,15196,40820
LapChol Case 0023 04,3576,TP,9300,24737,2883,963080,0.25189599133261104,0.4024231934227607,12183,34037
LapChol Case 0023 04,3750,TP,0,24625,13662,961713,0.0,0.0,13662,24625
LapChol Case 0023 04,4261,TP,9918,35850,24966,929266,0.14021545508524896,0.24594554381788425,34884,45768
LapChol Case 0023 04,4531,TP,0,31460,21760,946780,0.0,0.0,21760,31460
LapChol Case 0023 04,4676,TP,7800,21244,19315,951641,0.1612936578506586,0.2777827240513542,27115,29044
LapChol Case 0023 04,4929,TP,7866,21131,10152,960851,0.20092467240542541,0.33461661171966395,18018,28997
LapChol Case 0023 04,5527,TP,5824,23443,13376,957357,0.13657575686513612,0.24032847091835682,19200,29267
LapChol Case 0023 04,5783,TP,0,23443,12648,963909,0.0,0.0,12648,23443
LapChol Case 0023 04,6103,TP,0,16799,18392,964809,0.0,0.0,18392,16799
LapChol Case 0023 04,6347,TN,0,23500,9605,966895,0.0,0.0,9605,23500
LapChol Case 0023 04,6374,TP,0,24497,24186,951317,0.0,0.0,24186,24497
LapChol Case 0023 04,6526,TP,20178,3186,17392,959244,0.4950927470801845,0.6622903469327469,37570,23364
LapChol Case 0023 04,6598,TN,0,49051,26796,924153,0.0,0.0,26796,49051
LapChol Case 0023 04,7291,TP,0,28496,22925,948579,0.0,0.0,22925,28496
LapChol Case 0023 04,7567,TP,0,19873,21456,958671,0.0,0.0,21456,19873
LapChol Case 0023 04,7726,TN,0,19754,13578,966668,0.0,0.0,13578,19754
LapChol Case 0023 04,8359,TP,18816,23294,12838,945052,0.34243284559947584,0.510167561412071,31654,42110
LapChol Case 0023 04,9019,TP,9135,20332,18009,952524,0.19241300867806893,0.32272879829008494,27144,29467
LapChol Case 0023 04,9533,TP,12390,28084,7257,952269,0.2595797280593325,0.41216879293424924,19647,40474
LapChol Case 0023 04,9727,TP,7998,6100,1302,984600,0.5193506493506493,0.6836481750576973,9300,14098
